"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"AP"	"deliverymethod"
"85173"	"Risperdal 1mg/ml oral solution (CST Pharma Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Risperidone"	"Oral"
"85272"	"Risperidone 250microgram tablets (Alliance Healthcare (Distribution) Ltd)"	"Risperidone"	"250microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"85386"	"Chlorpromazine 100mg tablets (Thornton & Ross Ltd)"	"Chlorpromazine"	"100mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"85455"	"Psytixol 200mg/1ml solution for injection ampoules (Mylan)"	"Flupentixol"	"200mg/1ml"	"Solution for injection"	"Intramuscular"	"04020200"	"Flupentixol"	"Injection"
"85613"	"Risperdal 500microgram tablets (Lexon (UK) Ltd)"	"Risperidone"	"500microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"85639"	"Risperidone 6mg tablets (Wockhardt UK Ltd)"	"Risperidone"	"6mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"85686"	"Quetiapine 200mg tablets (Teva UK Ltd)"	"Quetiapine"	"200mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"85703"	"Amisulpride 100mg/ml oral solution sugar free (Advanz Pharma)"	"Amisulpride"	"100mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"85911"	"Fluanxol 500microgram tablets (Dowelhurst Ltd)"	"Flupentixol"	"500microgram"	"Tablet"	"Oral"	"04030400"	"Flupentixol"	"Oral"
"85915"	"Quetiapine 25mg tablets (Aristo Pharma Ltd)"	"Quetiapine"	"25mg"	"Tablet"	"Oral"	"04020102"	"Quetiapine"	"Oral"
"86048"	"Aripiprazole 10mg tablets (Bristol Laboratories Ltd)"	"Aripiprazole"	"10mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"86052"	"Risperidone 4mg tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"4mg"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"86244"	"Risperidone 4mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd)"	"Risperidone"	"4mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"86348"	"Risperidone 1mg/ml oral solution sugar free (Healthcare Pharma Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Risperidone"	"Oral"
"86490"	"Chlorprothixene 15mg tablets"	"Chlorprothixene"	"15mg"	"Tablet"	"Oral"	"04020100"	"Chlorprothixene"	"Oral"
"86746"	"Haloperidol 5mg tablets (Medihealth (Northern) Ltd)"	"Haloperidol"	"5mg"	"Tablet"	"Oral"	"04020101"	"Haloperidol"	"Oral"
"86747"	"Risperidone 500microgram orodispersible tablets sugar free (Viatris UK Healthcare Ltd)"	"Risperidone"	"500microgram"	"Orodispersible tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"86782"	"Olanzapine 5mg/5ml oral suspension"	"Olanzapine"	"1mg/1ml"	"Oral suspension"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"86929"	"Aripiprazole 5mg tablets (Aspire Pharma Ltd)"	"Aripiprazole"	"5mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"86970"	"Aripiprazole 10mg orodispersible tablets sugar free (Accord Healthcare Ltd)"	"Aripiprazole"	"10mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"87034"	"Aripiprazole 15mg tablets (Milpharm Ltd)"	"Aripiprazole"	"15mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"87124"	"Olanzapine 5mg orodispersible tablets sugar free (Dr Reddy's Laboratories (UK) Ltd)"	"Olanzapine"	"5mg"	"Orodispersible tablet"	"Oral"	"04020102/04020300"	"Olanzapine"	"Oral"
"87431"	"Aripiprazole 10mg tablets (Milpharm Ltd)"	"Aripiprazole"	"10mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"87450"	"Risperidone 250microgram tablets (A A H Pharmaceuticals Ltd)"	"Risperidone"	"250microgram"	"Tablet"	"Oral"	"04020102"	"Risperidone"	"Oral"
"87485"	"Amisulpride 100mg tablets (A A H Pharmaceuticals Ltd)"	"Amisulpride"	"100mg"	"Tablet"	"Oral"	"04020102"	"Amisulpride"	"Oral"
"87756"	"Zaponex 100mg orodispersible tablets (Leyden Delta B.V.)"	"Clozapine"	"100mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"87757"	"Zaponex 200mg orodispersible tablets (Leyden Delta B.V.)"	"Clozapine"	"200mg"	"Orodispersible tablet"	"Oral"	"04020102"	"Clozapine"	"Oral"
"87786"	"Aripiprazole 30mg tablets (Milpharm Ltd)"	"Aripiprazole"	"30mg"	"Tablet"	"Oral"	"04020102"	"Aripiprazole"	"Oral"
"87975"	"Risperidone 1mg/ml oral solution sugar free (Teva UK Ltd)"	"Risperidone"	"1mg/1ml"	"Oral solution"	"Oral"	"04020102"	"Risperidone"	"Oral"
"88116"	"Chlorpromazine 25mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Chlorpromazine"	"25mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
"88117"	"Chlorpromazine 50mg tablets (Dr Reddy's Laboratories (UK) Ltd)"	"Chlorpromazine"	"50mg"	"Tablet"	"Oral"	"04020101"	"Chlorpromazine"	"Oral"
